rfq_id,underlyings,autocall_barrier_pct,protection_barrier_pct,no_call_period_months,observation_frequency,quoted_implied_vol,notional_credits,requested_date,executed,start_date,end_date,avg_duration_months,observation_frequency_months,basket_size,log_notional_credits,requested_month_sin,requested_month_cos,requested_dayofweek,nominal_maturity_months,n_underlyings,n_market_matches,realized_vol_min,realized_vol_max,realized_vol_mean,realized_vol_std,realized_vol_trend_21d_mean,structural_base_vol_min,structural_base_vol_max,structural_base_vol_mean,structural_base_vol_std,market_lag_days_max,realized_vol_range,structural_base_vol_range,realized_minus_structural_vol,market_match_rate,has_underlying_BSKR,has_underlying_CLNE,has_underlying_CORL,has_underlying_DRC,has_underlying_HTTX,has_underlying_JEDI,has_underlying_KYBR,has_underlying_MNDO,has_underlying_NABO,has_underlying_POBK,has_underlying_REBL,has_underlying_SITH,has_underlying_TECH,has_underlying_WOOK,product_type_Death Star Phoenix Note,product_type_Holocron Reverse Convertible,product_type_Kessel Run Snowball,product_type_Mandalorian Twin-Win,product_type_Sith Eternal Snowball,product_type_Wretched Hive Digital,basket_type_single,basket_type_worst_of,counterparty_Alderaan Wealth Partners,counterparty_Banco de Coruscant,counterparty_Chandrila Sovereign Fund,counterparty_Corellian Capital,counterparty_First Order Financial,counterparty_Jabba Asset Management,counterparty_Kamino Cloning Trust,counterparty_Nal Hutta Traders,trader_id_TRD-001,trader_id_TRD-002,trader_id_TRD-003,trader_id_TRD-004,trader_id_TRD-005,trader_id_TRD-006,trader_id_TRD-007,trader_id_TRD-008,trader_id_TRD-009,trader_id_TRD-010,trader_id_TRD-011,trader_id_TRD-012,trader_id_TRD-013,trader_id_TRD-014,trader_id_TRD-015,trader_id_TRD-016,trader_id_TRD-017,trader_id_TRD-018,trader_id_TRD-019,trader_id_TRD-020,trader_id_TRD-021,trader_id_TRD-022,trader_id_TRD-023,trader_id_TRD-024,trader_id_TRD-025,trader_id_TRD-026,trader_id_TRD-027,trader_id_TRD-028,trader_id_TRD-029,trader_id_TRD-030,trader_id_TRD-031,trader_id_TRD-032,trader_id_TRD-033,trader_id_TRD-034,trader_id_TRD-035,trader_id_TRD-036,trader_id_TRD-037,trader_id_TRD-038,trader_id_TRD-039
RFQ-000025,NABO|POBK|DRC,1.0,0.5623,1,Monthly,0.2804,100000,2020-11-04,True,2020-11-07,2026-06-04,45.59,1.0,3,11.51293546492023,-0.5000000000000004,0.8660254037844384,2,66.85282522996057,3,3,0.1480276823166424,0.549689639485145,0.3893917782562064,0.21274840250099802,0.04147547260024603,0.11,0.42,0.27999999999999997,0.15716233645501712,1,0.4016619571685026,0.31,0.10939177825620644,1.0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RFQ-000026,DRC|KYBR|MNDO,1.0,0.6046,5,6M,0.3349,100000,2018-10-31,True,2018-11-02,2026-09-24,70.88,6.0,3,11.51293546492023,-0.8660254037844386,0.5000000000000001,2,94.71090670170827,3,3,0.3079880082377235,0.5502641797855331,0.44644600941988544,0.12479733264061964,-0.04745242606992547,0.22,0.35,0.29333333333333333,0.06658328118479391,1,0.24227617154780962,0.12999999999999998,0.1531126760865521,1.0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RFQ-000027,KYBR|POBK,0.9799,0.5888,3,1Y,0.3125,500000,2018-06-13,True,2018-06-17,2023-10-28,50.46,12.0,2,13.122365377402328,1.2246467991473532e-16,-1.0,2,64.35611038107753,2,2,0.3296263402464056,0.7376431648707884,0.5336347525585969,0.28851146353010343,-0.003315242865564172,0.22,0.42,0.32,0.14142135623730948,1,0.4080168246243828,0.19999999999999998,0.21363475255859693,1.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
RFQ-000030,WOOK|HTTX,0.9577,0.5653,0,Y,0.4159,500000,2016-06-14,True,2016-06-17,2026-05-16,101.92,12.0,2,13.122365377402328,1.2246467991473532e-16,-1.0,1,118.92247043363994,2,2,0.2495258554052422,0.9517791398715976,0.6006524976384199,0.4965680595566855,-0.007471441069258761,0.27,0.5,0.385,0.1626345596729059,1,0.7022532844663554,0.22999999999999998,0.21565249763841987,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
RFQ-000032,CLNE,1.17,0.8258,0,Quarterly,0.1537,100000,2023-08-24,True,2023-08-28,2026-11-01,21.9,3.0,1,11.51293546492023,-0.8660254037844384,-0.5000000000000004,3,38.14060446780552,1,1,0.1760137909736334,0.1760137909736334,0.1760137909736334,0.0,0.02619080464473461,0.15,0.15,0.15,0.0,1,0.0,0.0,0.026013790973633405,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
RFQ-000035,JEDI,1.3984,0.8331,0,6M,0.1493,100000,2021-01-25,True,2021-01-26,2027-07-07,64.87,6.0,1,11.51293546492023,0.49999999999999994,0.8660254037844387,0,77.29960578186596,1,1,0.2083779725602701,0.2083779725602701,0.2083779725602701,0.0,-0.01525628431809034,0.14,0.14,0.14,0.0,3,0.0,0.0,0.06837797256027009,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RFQ-000036,WOOK|SITH,1.0,0.5055,4,6M,0.3055,100000,2023-10-18,True,2023-10-23,2030-01-11,43.55,6.0,2,11.51293546492023,-0.8660254037844386,0.5000000000000001,2,74.63863337713535,2,2,0.494789477351624,0.5140305629115832,0.5044100201316036,0.013605502076837715,0.029886265035217435,0.26,0.27,0.265,0.007071067811865481,1,0.019241085559959237,0.010000000000000009,0.23941002013160362,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
RFQ-000040,CLNE,1.1573,0.7906,0,1D,0.1783,100000,2019-01-02,True,2019-01-07,2025-11-06,39.29,0.0328515111695138,1,11.51293546492023,0.49999999999999994,0.8660254037844387,2,81.96452036793693,1,1,0.2632992103651565,0.2632992103651565,0.2632992103651565,0.0,-0.00695975270678284,0.15,0.15,0.15,0.0,1,0.0,0.0,0.11329921036515653,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RFQ-000043,BSKR,1.2497,0.7531,0,3M,0.2973,1000000,2020-11-18,True,2020-11-20,2029-09-28,15.91,3.0,1,13.815511557963774,-0.5000000000000004,0.8660254037844384,2,106.24178712220761,1,1,0.4881121232784838,0.4881121232784838,0.4881121232784838,0.0,0.060866811931895026,0.3,0.3,0.3,0.0,1,0.0,0.0,0.1881121232784838,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RFQ-000044,WOOK,1.2946,0.7341,0,1 month,0.2706,250000,2024-04-04,True,2024-04-09,2032-03-10,14.91,1.0,1,12.429220196836383,0.8660254037844387,-0.4999999999999998,3,95.0065703022339,1,1,0.4190600719389125,0.4190600719389125,0.4190600719389125,0.0,-0.010725280027894302,0.27,0.27,0.27,0.0,1,0.0,0.0,0.14906007193891246,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
RFQ-000045,MNDO,1.2372,0.8429,0,trimestral,0.3585,500000,2019-12-20,True,2019-12-22,2026-09-09,12.14,3.0,1,13.122365377402328,-2.4492935982947064e-16,1.0,4,80.58475689881735,1,1,0.3625160401366742,0.3625160401366742,0.3625160401366742,0.0,0.015594229372131507,0.35,0.35,0.35,0.0,1,0.0,0.0,0.012516040136674234,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
RFQ-000047,BSKR|REBL,1.0111,0.6139,0,1M,0.2499,2000000,2020-02-10,True,2020-02-13,2022-09-14,10.85,1.0,2,14.508658238524095,0.8660254037844386,0.5000000000000001,0,31.011826544021023,2,2,0.3105954654790754,0.5450573790871008,0.4278264222830881,0.16578960904220924,0.04248131854024373,0.18,0.3,0.24,0.08485281374238571,3,0.23446191360802543,0.12,0.1878264222830881,1.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RFQ-000048,CLNE|JEDI,1.0,0.6022,5,3M,0.1437,250000,2023-06-14,True,2023-06-15,2026-01-11,21.22,3.0,2,12.429220196836383,1.2246467991473532e-16,-1.0,2,30.913272010512483,2,2,0.1376990284152524,0.1483170568092038,0.1430080426122281,0.007508079880194332,0.005419651219144464,0.14,0.15,0.14500000000000002,0.007071067811865472,1,0.0106180283939514,0.009999999999999981,-0.0019919573877719143,1.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RFQ-000050,BSKR|WOOK,1.0,0.5472,5,3M,0.3101,1000000,2020-10-21,True,2020-10-24,2029-12-08,65.57,3.0,2,13.815511557963774,-0.8660254037844386,0.5000000000000001,2,109.46123521681997,2,2,0.3344607802253229,0.3756534864610483,0.35505713334318556,0.0291276419147068,0.050542592661439095,0.27,0.3,0.28500000000000003,0.021213203435596427,1,0.04119270623572541,0.02999999999999997,0.07005713334318553,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
RFQ-000052,JEDI|MNDO,1.007,0.6028,1,3M,0.2172,500000,2020-06-10,True,2020-06-11,2029-07-30,38.48,3.0,2,13.122365377402328,1.2246467991473532e-16,-1.0,2,109.59264126149803,2,2,0.2078150841659399,0.4343354255068234,0.32107525483638166,0.16017406943883017,-0.017991280607621438,0.14,0.35,0.245,0.14849242404917495,1,0.2265203413408835,0.20999999999999996,0.07607525483638167,1.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
RFQ-000053,WOOK|BSKR,1.0,0.5025,3,anual,0.2659,500000,2018-01-16,True,2018-01-19,2025-08-02,60.21,12.0,2,13.122365377402328,0.49999999999999994,0.8660254037844387,1,90.40735873850197,2,2,0.2702425569552594,0.3034286197985781,0.28683558837691875,0.02346609007739358,-0.006522735718800604,0.27,0.3,0.28500000000000003,0.021213203435596427,1,0.03318606284331871,0.02999999999999997,0.0018355883769187176,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RFQ-000054,NABO|DRC|TECH,1.0,0.6258,5,3 months,0.258,100000,2018-06-01,True,2018-06-01,2025-03-05,51.99,3.0,3,11.51293546492023,1.2246467991473532e-16,-1.0,4,81.11038107752957,3,3,0.1797031374380292,0.5922923805702699,0.4268432043198512,0.21808833553453225,-0.0014042951010549143,0.11,0.32,0.24666666666666667,0.11846237095944574,1,0.41258924313224066,0.21000000000000002,0.1801765376531845,1.0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RFQ-000055,REBL,1.2877,0.8371,0,Monthly,0.1947,1000000,2021-11-10,True,2021-11-11,2025-12-09,7.68,1.0,1,13.815511557963774,-0.5000000000000004,0.8660254037844384,2,48.91590013140604,1,1,0.8917917352209601,0.8917917352209601,0.8917917352209601,0.0,0.11431732605163636,0.18,0.18,0.18,0.0,1,0.0,0.0,0.7117917352209602,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RFQ-000057,REBL|JEDI,0.9985,0.672,1,1M,0.1594,100000,2020-11-23,True,2020-11-27,2024-09-04,12.65,1.0,2,11.51293546492023,-0.5000000000000004,0.8660254037844384,0,45.236530880420496,2,2,0.2210619595223686,0.5714624780028854,0.396262218762627,0.24777058274885558,0.020855656209008505,0.14,0.18,0.16,0.028284271247461888,3,0.3504005184805168,0.03999999999999998,0.236262218762627,1.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
RFQ-000058,SITH|CLNE,1.2074,0.6,0,mensual,0.2345,2000000,2018-07-04,True,2018-07-08,2025-05-28,64.8,1.0,2,14.508658238524095,-0.4999999999999997,-0.8660254037844388,2,82.65440210249672,2,2,0.261082481363418,0.4574950238816127,0.35928875262251536,0.13888464072470652,0.0009653771632945618,0.15,0.26,0.20500000000000002,0.07778174593052023,1,0.19641254251819468,0.11000000000000001,0.15428875262251535,1.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
RFQ-000059,KYBR|POBK|TECH,1.0,0.6364,3,2M,0.3494,100000,2021-02-15,True,2021-02-20,2025-01-19,28.1,2.0,3,11.51293546492023,0.8660254037844386,0.5000000000000001,0,46.94480946123522,3,3,0.2841042640713415,0.6453530099030078,0.41699747194467135,0.19864530309116807,-0.05271279722784541,0.22,0.42,0.32,0.09999999999999998,3,0.36124874583166633,0.19999999999999998,0.09699747194467134,1.0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RFQ-000061,SITH|MNDO,0.9585,0.5607,3,3M,0.3222,5000000,2020-04-09,True,2020-04-14,2027-04-17,45.19,3.0,2,15.424948670398354,0.8660254037844387,-0.4999999999999998,3,84.06701708278581,2,2,0.418599013031081,0.5462060845184582,0.4824025487747696,0.09023182557608098,-0.004419180359505198,0.26,0.35,0.305,0.06363961030678926,1,0.1276070714873772,0.08999999999999997,0.17740254877476963,1.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RFQ-000062,TECH|REBL|BSKR,1.0,0.6427,2,1M,0.2983,100000,2022-02-18,True,2022-02-23,2030-08-19,39.54,1.0,3,11.51293546492023,0.8660254037844386,0.5000000000000001,4,101.80683311432325,3,3,0.284385123280271,0.5989451588515878,0.4048562870777013,0.16971057477493,0.023680439731446495,0.18,0.32,0.26666666666666666,0.07571877794400365,1,0.31456003557131684,0.14,0.13818962041103466,1.0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RFQ-000063,CORL|POBK|NABO,1.0,0.6168,6,1M,0.3052,100000,2024-02-06,True,2024-02-09,2026-05-22,23.49,1.0,3,11.51293546492023,0.8660254037844386,0.5000000000000001,1,27.365308804204993,3,3,0.1811730343006899,0.8662773989947699,0.5202428113888424,0.34260528173085875,0.018880547684430787,0.11,0.42,0.27,0.15524174696260024,1,0.68510436469408,0.31,0.2502428113888424,1.0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
