rfq_id,underlyings,autocall_barrier_pct,protection_barrier_pct,no_call_period_months,observation_frequency,quoted_implied_vol,notional_credits,requested_date,executed,start_date,end_date,avg_duration_months,observation_frequency_months,basket_size,log_notional_credits,requested_year,requested_month_sin,requested_month_cos,requested_dayofweek,n_underlyings,n_market_matches,realized_vol_min,realized_vol_max,realized_vol_mean,realized_vol_std,realized_vol_trend_21d_mean,structural_base_vol_min,structural_base_vol_max,structural_base_vol_mean,structural_base_vol_std,market_lag_days_max,realized_vol_range,structural_base_vol_range,realized_minus_structural_vol,market_match_rate,has_underlying_BSKR,has_underlying_CLNE,has_underlying_CORL,has_underlying_DRC,has_underlying_HTTX,has_underlying_JEDI,has_underlying_KYBR,has_underlying_MNDO,has_underlying_NABO,has_underlying_POBK,has_underlying_REBL,has_underlying_SITH,has_underlying_TECH,has_underlying_WOOK,product_type_Death Star Phoenix Note,product_type_Holocron Reverse Convertible,product_type_Kessel Run Snowball,product_type_Mandalorian Twin-Win,product_type_Sith Eternal Snowball,product_type_Wretched Hive Digital,basket_type_single,basket_type_worst_of,counterparty_Alderaan Wealth Partners,counterparty_Banco de Coruscant,counterparty_Chandrila Sovereign Fund,counterparty_Corellian Capital,counterparty_First Order Financial,counterparty_Jabba Asset Management,counterparty_Kamino Cloning Trust,counterparty_Nal Hutta Traders,trader_id_TRD-001,trader_id_TRD-002,trader_id_TRD-003,trader_id_TRD-004,trader_id_TRD-005,trader_id_TRD-006,trader_id_TRD-007,trader_id_TRD-008,trader_id_TRD-009,trader_id_TRD-010,trader_id_TRD-011,trader_id_TRD-012,trader_id_TRD-013,trader_id_TRD-014,trader_id_TRD-015,trader_id_TRD-016,trader_id_TRD-017,trader_id_TRD-018,trader_id_TRD-019,trader_id_TRD-020,trader_id_TRD-021,trader_id_TRD-022,trader_id_TRD-023,trader_id_TRD-024,trader_id_TRD-025,trader_id_TRD-026,trader_id_TRD-027,trader_id_TRD-028,trader_id_TRD-029,trader_id_TRD-030,trader_id_TRD-031,trader_id_TRD-032,trader_id_TRD-033,trader_id_TRD-034,trader_id_TRD-035,trader_id_TRD-036,trader_id_TRD-037,trader_id_TRD-038,trader_id_TRD-039
RFQ-000010,TECH,1.3921,0.7581,0,6M,0.287,250000,2021-02-15,False,2021-02-15,2029-07-19,,6.0,1,12.429220196836383,2021,0.8660254037844386,0.5000000000000001,0,1,1,0.3215351418596648,0.3215351418596648,0.3215351418596648,0.0,-0.08068289312083454,0.32,0.32,0.32,0.0,3,0.0,0.0,0.0015351418596648014,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
RFQ-000011,REBL|NABO,1.001,0.691,2,M,0.1522,1000000,2021-11-24,False,2021-11-24,2028-09-14,,1.0,2,13.815511557963774,2021,-0.5000000000000004,0.8660254037844384,2,2,2,0.1127533781244949,0.8876871446983968,0.5002202614114458,0.5479609213148392,0.013290287975055402,0.11,0.18,0.145,0.049497474683058325,1,0.7749337665739019,0.06999999999999999,0.3552202614114458,1.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
RFQ-000012,TECH|NABO,0.9847,0.634,2,3M,0.2479,250000,2019-10-08,True,2019-10-12,2024-09-24,23.96,3.0,2,12.429220196836383,2019,-0.8660254037844386,0.5000000000000001,1,2,2,0.1152157217797317,0.2955599962197994,0.20538785899976555,0.12752265940473964,-0.004036173156727434,0.11,0.32,0.215,0.14849242404917498,1,0.18034427444006768,0.21000000000000002,-0.009612141000234442,1.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RFQ-000013,TECH|REBL,1.2584,0.6,0,3M,0.2231,500000,2019-04-16,False,2019-04-16,2023-04-07,,3.0,2,13.122365377402328,2019,0.8660254037844387,-0.4999999999999998,1,2,2,0.178296920643462,0.3249844001688545,0.25164066040615823,0.10372371148756789,0.007136316172203366,0.18,0.32,0.25,0.09899494936611666,1,0.1466874795253925,0.14,0.0016406604061582342,1.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
RFQ-000014,CLNE,1.2882,0.8127,0,Q,0.1322,100000,2019-08-22,False,2019-08-22,2025-10-18,,3.0,1,11.51293546492023,2019,-0.8660254037844384,-0.5000000000000004,3,1,1,0.130155360121575,0.130155360121575,0.130155360121575,0.0,-0.005931982161735044,0.15,0.15,0.15,0.0,1,0.0,0.0,-0.019844639878424997,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RFQ-000015,TECH|WOOK|HTTX,1.0,0.6498,6,6M,0.4181,250000,2021-01-11,False,2021-01-11,2030-03-05,,6.0,3,12.429220196836383,2021,0.49999999999999994,0.8660254037844387,0,3,3,0.4339127135825313,1.045667587800594,0.6696723790352701,0.3291056247445817,-0.004996394917511064,0.27,0.5,0.36333333333333334,0.12096831541082705,3,0.6117548742180627,0.22999999999999998,0.30633904570193676,1.0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RFQ-000016,BSKR|DRC,0.9632,0.6909,0,3M,0.2969,100000,2018-06-28,False,2018-06-28,2025-03-21,,3.0,2,11.51293546492023,2018,1.2246467991473532e-16,-1.0,3,2,2,0.4945764701660955,0.5566573408274974,0.5256169054967965,0.04389780462664222,-0.022131217223293254,0.3,0.31,0.305,0.007071067811865481,1,0.06208087066140189,0.010000000000000009,0.22061690549679652,1.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RFQ-000017,KYBR|BSKR,0.9956,0.5925,3,3M,0.2897,100000,2016-09-13,True,2016-09-17,2020-10-20,36.05,3.0,2,11.51293546492023,2016,-1.0,-1.8369701987210297e-16,1,2,2,0.2202531363004748,0.351675524035317,0.2859643301678959,0.09292966156703467,0.034519534459585124,0.22,0.3,0.26,0.0565685424949238,1,0.1314223877348422,0.07999999999999999,0.0259643301678959,1.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RFQ-000018,CLNE|WOOK|POBK,1.0,0.5683,6,3M,0.2532,2000000,2023-09-05,True,2023-09-06,2031-03-14,71.4,3.0,3,14.508658238524095,2023,-1.0,-1.8369701987210297e-16,1,3,3,0.1985037798210934,0.4680431520291845,0.35224884794063144,0.13871937017044372,0.04541878166775096,0.15,0.42,0.28,0.1352774925846868,1,0.2695393722080911,0.27,0.07224884794063141,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RFQ-000019,WOOK|REBL,1.2028,0.6,0,Monthly,0.2405,100000,2019-03-05,True,2019-03-06,2024-12-13,35.02,1.0,2,11.51293546492023,2019,1.0,6.123233995736766e-17,1,2,2,0.1990565684047597,0.2544923712347358,0.22677446981974775,0.03919903210159649,-0.020667083280273293,0.18,0.27,0.225,0.0636396103067893,1,0.055435802829976094,0.09000000000000002,0.0017744698197477426,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RFQ-000020,REBL|SITH,1.2899,0.6,0,2M,0.2145,500000,2022-03-01,True,2022-03-03,2030-01-22,47.08,2.0,2,13.122365377402328,2022,1.0,6.123233995736766e-17,1,2,2,0.2722631880020695,0.5975753785439811,0.4349192832730253,0.23003045593483595,0.0030537014820146147,0.18,0.26,0.22,0.05656854249492382,1,0.32531219054191163,0.08000000000000002,0.2149192832730253,1.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
RFQ-000021,NABO,1.2415,0.8466,0,12M,0.1282,500000,2021-02-22,True,2021-02-22,2024-01-09,34.04,12.0,1,13.122365377402328,2021,0.8660254037844386,0.5000000000000001,0,1,1,0.1420718149016314,0.1420718149016314,0.1420718149016314,0.0,-0.03479010704836091,0.11,0.11,0.11,0.0,3,0.0,0.0,0.0320718149016314,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RFQ-000022,REBL|HTTX,1.0302,0.5567,0,6M,0.4039,100000,2023-09-29,True,2023-09-30,2027-12-27,39.65,6.0,2,11.51293546492023,2023,-1.0,-1.8369701987210297e-16,4,2,2,0.2992373218465006,1.2787825116854603,0.7890099167659804,0.6926430462137925,-0.047802442814220664,0.18,0.5,0.33999999999999997,0.2262741699796952,1,0.9795451898389598,0.32,0.44900991676598045,1.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RFQ-000023,CLNE|REBL,1.0,0.6399,6,1M,0.1533,250000,2017-10-02,True,2017-10-06,2023-10-25,21.92,1.0,2,12.429220196836383,2017,-0.8660254037844386,0.5000000000000001,0,2,2,0.2462372101706871,0.5502761959203878,0.39825670304553745,0.21498802856869348,0.0022832593169467147,0.15,0.18,0.16499999999999998,0.021213203435596434,3,0.3040389857497007,0.03,0.23325670304553747,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RFQ-000024,REBL,1.1773,0.8112,0,1M,0.1542,100000,2021-12-09,False,2021-12-09,2031-11-15,,1.0,1,11.51293546492023,2021,-2.4492935982947064e-16,1.0,3,1,1,0.8880948470675246,0.8880948470675246,0.8880948470675246,0.0,-0.0006009423521914359,0.18,0.18,0.18,0.0,1,0.0,0.0,0.7080948470675246,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
RFQ-000025,NABO|POBK|DRC,1.0,0.5623,1,Monthly,0.2804,100000,2020-11-04,True,2020-11-07,2026-06-04,45.59,1.0,3,11.51293546492023,2020,-0.5000000000000004,0.8660254037844384,2,3,3,0.1480276823166424,0.549689639485145,0.3893917782562064,0.21274840250099802,0.04147547260024603,0.11,0.42,0.27999999999999997,0.15716233645501712,1,0.4016619571685026,0.31,0.10939177825620644,1.0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RFQ-000026,DRC|KYBR|MNDO,1.0,0.6046,5,6M,0.3349,100000,2018-10-31,True,2018-11-02,2026-09-24,70.88,6.0,3,11.51293546492023,2018,-0.8660254037844386,0.5000000000000001,2,3,3,0.3079880082377235,0.5502641797855331,0.44644600941988544,0.12479733264061964,-0.04745242606992547,0.22,0.35,0.29333333333333333,0.06658328118479391,1,0.24227617154780962,0.12999999999999998,0.1531126760865521,1.0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RFQ-000027,KYBR|POBK,0.9799,0.5888,3,1Y,0.3125,500000,2018-06-13,True,2018-06-17,2023-10-28,50.46,12.0,2,13.122365377402328,2018,1.2246467991473532e-16,-1.0,2,2,2,0.3296263402464056,0.7376431648707884,0.5336347525585969,0.28851146353010343,-0.003315242865564172,0.22,0.42,0.32,0.14142135623730948,1,0.4080168246243828,0.19999999999999998,0.21363475255859693,1.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
RFQ-000028,POBK,1.2756,0.8361,0,1M,0.3696,250000,2024-03-18,False,2024-03-18,2026-11-21,,1.0,1,12.429220196836383,2024,1.0,6.123233995736766e-17,0,1,1,0.7863310792156858,0.7863310792156858,0.7863310792156858,0.0,-0.053953349614816015,0.42,0.42,0.42,0.0,3,0.0,0.0,0.3663310792156858,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
RFQ-000029,DRC|CLNE,1.0019,0.6323,3,2M,0.2371,500000,2023-04-17,False,2023-04-17,2032-04-20,,2.0,2,13.122365377402328,2023,0.8660254037844387,-0.4999999999999998,0,2,2,0.1537568818121817,0.288261531722671,0.22100920676742636,0.09510915005282952,-0.012354233093399086,0.15,0.31,0.22999999999999998,0.11313708498984762,3,0.1345046499104893,0.16,-0.008990793232573624,1.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
RFQ-000030,WOOK|HTTX,0.9577,0.5653,0,Y,0.4159,500000,2016-06-14,True,2016-06-17,2026-05-16,101.92,12.0,2,13.122365377402328,2016,1.2246467991473532e-16,-1.0,1,2,2,0.2495258554052422,0.9517791398715976,0.6006524976384199,0.4965680595566855,-0.007471441069258761,0.27,0.5,0.385,0.1626345596729059,1,0.7022532844663554,0.22999999999999998,0.21565249763841987,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
RFQ-000031,NABO|MNDO|DRC,1.0,0.6259,4,1M,0.2849,100000,2016-09-12,False,2016-09-12,2022-07-14,,1.0,3,11.51293546492023,2016,-1.0,-1.8369701987210297e-16,0,3,3,0.1237600508865073,0.395722727907173,0.28404240887346327,0.14234655972615348,0.005875683183731592,0.11,0.35,0.25666666666666665,0.12858201014657272,3,0.2719626770206657,0.24,0.027375742206796616,1.0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
RFQ-000032,CLNE,1.17,0.8258,0,Quarterly,0.1537,100000,2023-08-24,True,2023-08-28,2026-11-01,21.9,3.0,1,11.51293546492023,2023,-0.8660254037844384,-0.5000000000000004,3,1,1,0.1760137909736334,0.1760137909736334,0.1760137909736334,0.0,0.02619080464473461,0.15,0.15,0.15,0.0,1,0.0,0.0,0.026013790973633405,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
RFQ-000033,JEDI,1.3078,0.7114,0,3M,0.1432,250000,2016-01-19,False,2016-01-19,2018-12-20,,3.0,1,12.429220196836383,2016,0.49999999999999994,0.8660254037844387,1,1,1,0.1344941940790999,0.1344941940790999,0.1344941940790999,0.0,0.001269326789958225,0.14,0.14,0.14,0.0,1,0.0,0.0,-0.005505805920900109,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RFQ-000034,REBL,1.2301,0.7163,0,1Y,0.2041,100000,2020-05-08,False,2020-05-08,2029-10-15,,12.0,1,11.51293546492023,2020,0.49999999999999994,-0.8660254037844387,4,1,1,0.3285059244862068,0.3285059244862068,0.3285059244862068,0.0,-0.015081210411511281,0.18,0.18,0.18,0.0,1,0.0,0.0,0.1485059244862068,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
